       	ADAM33 	ALOX5  	AREG   	ARG1   	BCL6   	CCL11  	CCL17  	CCL2   	CCL22  	CCL24  	CCL26  	CCL5   	CCL8   	CCR3   	CCR4   	CCR8   	CD40LG 	CLC    	CLCA1  	CMA1   	CPA3   	CRLF2  	CSF2   	CSF3R  	CYSLTR1	EPX    	FCER1A 	FOXP3  	GATA3  	GPR44  	ICOS   	IFNG   	IFNGR2 	IL10   	IL12A  	IL12B  	IL13   	IL13RA1	IL13RA2	IL17A  	IL17RB 	IL18   	IL1RL1 	IL21   	IL25   	IL2RA  	IL3    	IL33   	IL3RA  	IL4    	IL4R   	IL5    	IL5RA  	IL9    	KIT    	KITLG  	LTB4R  	MAF    	MMP9   	MRC1   	MS4A2  	PDCD1  	PMCH   	POSTN  	PPARG  	RETNLB 	RNASE2 	RNASE3 	RORC   	SATB1  	STAT5A 	STAT6  	TBX21  	TGFB1  	TNFRSF4	TNFSF4 	TSLP   
PPARG  	0.010706	0.012865	0.01415	0.0019689	0.014192	0.013882	0.013994	0.014189	0.014064	0.013922	0.013922	0.01394	0.01392	0.01388	0.014075	0.013996	0.01402	0.011386	0.0094079	0.012955	0.012187	0.013982	0.013817	0.01377	0.012528	0.01312	0.0099601	0.014188	0.013933	0.013431	0.013998	0.014035	0.013849	0.013973	0.014111	0.014028	0.01383	0.013758	0.013866	0.014198	0.013486	0.013957	0.014007	0.014206	0.013917	0.013919	0.013874	0.014005	0.013753	0.013781	0.013561	0.013725	0.013902	0.013696	0.01309	0.013378	0.012187	0.014131	0.014385	0.0019689	0.011152	0.013148	0.0078817	0.0040285	0.016307	0.0049516	0.012955	0.013401	0.016563	0.012974	0.01404	0.013648	0.014258	0.014085	0.01393	0.013767	0.013985                                                                            
RETNLB 	0.0042827	0.0040659	0.0020567	0.21717	0.0065261	0.0054889	0.0057363	0.0054006	0.0052718	0.0063142	0.0063142	0.0053685	0.00467	0.0057419	0.0054297	0.0054503	0.0057739	0.003266	0.0033226	0.0039954	0.0033622	0.0045338	0.0054035	0.0043758	0.0036522	0.0044976	0.0029778	0.0058409	0.0060331	0.0059843	0.0059949	0.005754	0.0052714	0.0057687	0.0061435	0.0060244	0.0057454	0.0068243	0.0064425	0.0056528	0.0042656	0.0057436	0.0050714	0.0055771	0.0050394	0.0057582	0.0052044	0.0051451	0.0049738	0.0055239	0.005767	0.0054843	0.0052159	0.0055532	0.0042026	0.0045966	0.0033622	0.0065748	0.0048868	0.21717	0.0037211	0.0048293	0.0025718	0.0012388	0.0049516	0.18658	0.0042962	0.0047553	0.0052147	0.0046562	0.0052245	0.012245	0.0060771	0.005243	0.0052133	0.0049601	0.0051708        
RNASE2 	0.010005	0.012044	0.0061676	0.0016157	0.012649	0.015132	0.013427	0.013368	0.013414	0.013258	0.013258	0.013802	0.012756	0.014279	0.013338	0.013525	0.013	0.049976	0.0082136	0.011666	0.010985	0.012267	0.014426	0.013105	0.011703	0.027302	0.0077613	0.012895	0.012669	0.013244	0.012427	0.012973	0.011695	0.012887	0.012693	0.012901	0.013026	0.01228	0.012717	0.013028	0.012177	0.013019	0.012597	0.01297	0.013138	0.013563	0.013729	0.013106	0.013103	0.013021	0.012768	0.013906	0.013552	0.012947	0.012218	0.012596	0.010985	0.012352	0.012382	0.0016157	0.009246	0.010788	0.0094608	0.0032417	0.012955	0.0042962	0.030917	0.022508	0.012374	0.011906	0.012981	0.012776	0.012749	0.013097	0.012179	0.011847	0.013057                                                                     
RNASE3 	0.010914	0.012618	0.0071201	0.0019309	0.013265	0.014487	0.013639	0.013594	0.013654	0.013592	0.013592	0.01381	0.013335	0.014094	0.013618	0.013722	0.013408	0.033762	0.0090314	0.012393	0.011877	0.013053	0.014122	0.013701	0.01234	0.021055	0.009361	0.013361	0.013203	0.013419	0.013104	0.013364	0.012653	0.013306	0.01324	0.013335	0.013344	0.013033	0.013289	0.013396	0.012669	0.013385	0.013189	0.013397	0.013439	0.013711	0.013791	0.013469	0.013471	0.013355	0.013178	0.013808	0.013753	0.013271	0.012782	0.01304	0.011877	0.013093	0.012827	0.0019309	0.010604	0.011934	0.0093048	0.0039477	0.013401	0.0047553	0.022508	0.018508	0.01314	0.012646	0.013399	0.013143	0.013277	0.013433	0.013092	0.01289	0.013448                                                                       
RORC   	0.010173	0.012221	0.0087014	0.0021384	0.014826	0.013872	0.014071	0.014303	0.014135	0.013966	0.013966	0.013991	0.013475	0.013883	0.014161	0.013979	0.014268	0.010229	0.0094568	0.012223	0.011107	0.013684	0.013832	0.013356	0.011589	0.012632	0.0090312	0.014645	0.014347	0.013339	0.014605	0.014375	0.014789	0.014287	0.014656	0.014416	0.014011	0.014044	0.014117	0.014538	0.013808	0.014183	0.01443	0.014708	0.01414	0.014131	0.013918	0.014233	0.013678	0.013911	0.01367	0.013866	0.013949	0.013833	0.012548	0.013072	0.011107	0.014902	0.013949	0.0021384	0.010529	0.014352	0.007926	0.0039963	0.016563	0.0052147	0.012374	0.01314	0.01904	0.013195	0.014142	0.013933	0.014867	0.014198	0.014509	0.014258	0.014147                                                                      
SATB1  	0.0099302	0.01139	0.0056639	0.0017812	0.013435	0.013078	0.013289	0.01335	0.013302	0.013554	0.013554	0.013242	0.011885	0.0132	0.013394	0.013149	0.013375	0.0098204	0.0082674	0.011244	0.010043	0.011965	0.013075	0.011756	0.010507	0.012106	0.010851	0.013811	0.019511	0.01292	0.013497	0.013536	0.012608	0.013612	0.013683	0.013595	0.013491	0.013399	0.013388	0.013713	0.012814	0.013606	0.015826	0.013594	0.013469	0.01339	0.013117	0.013929	0.01294	0.014564	0.01348	0.01459	0.013141	0.013091	0.011647	0.012282	0.010043	0.014968	0.012341	0.0017812	0.011738	0.011743	0.010323	0.0031687	0.012974	0.0046562	0.011906	0.012646	0.013195	0.068538	0.013092	0.013479	0.014081	0.013367	0.013207	0.012984	0.013315                                                                         
STAT5A 	0.011556	0.013719	0.008034	0.0022732	0.014197	0.013764	0.014025	0.013897	0.014106	0.013909	0.013909	0.013839	0.015009	0.013917	0.014046	0.014053	0.013889	0.01158	0.0099355	0.013654	0.013601	0.015273	0.013847	0.015505	0.013653	0.013154	0.010115	0.01391	0.013741	0.013504	0.013828	0.013838	0.01373	0.013799	0.01385	0.01382	0.013705	0.013728	0.013813	0.01384	0.013189	0.013831	0.013778	0.013929	0.013777	0.013859	0.013966	0.013869	0.014135	0.01371	0.013588	0.013699	0.014011	0.013687	0.01384	0.013828	0.013601	0.013879	0.013377	0.0022732	0.011444	0.013292	0.0088709	0.0048468	0.01404	0.0052245	0.012981	0.013399	0.014142	0.013092	0.014133	0.013545	0.013904	0.013849	0.013905	0.013894	0.014045                                                                           
STAT6  	0.012846	0.012393	0.0077803	0.010259	0.014002	0.013463	0.013656	0.013617	0.013683	0.013862	0.013862	0.013546	0.013717	0.013633	0.013733	0.013752	0.013665	0.011515	0.01006	0.012328	0.011661	0.013558	0.013432	0.013268	0.011985	0.012938	0.010265	0.013735	0.013744	0.013599	0.013833	0.013668	0.014105	0.013653	0.013826	0.013741	0.013539	0.014156	0.013806	0.013638	0.0131	0.013591	0.013823	0.013717	0.013566	0.013621	0.013483	0.013677	0.013383	0.013484	0.013506	0.013463	0.013628	0.01339	0.012605	0.012923	0.011661	0.014003	0.01302	0.010259	0.011563	0.013777	0.0089337	0.0051262	0.013648	0.012245	0.012776	0.013143	0.013933	0.013479	0.013545	0.013689	0.013787	0.013538	0.013899	0.013866	0.013631                                                                          
TBX21  	0.011263	0.012632	0.0080206	0.0030642	0.014607	0.013706	0.013937	0.013963	0.013974	0.013982	0.013982	0.013834	0.013678	0.013828	0.013987	0.013913	0.014064	0.011111	0.01004	0.012568	0.01183	0.013826	0.013733	0.013628	0.012164	0.012942	0.010135	0.014156	0.014182	0.013483	0.014363	0.01406	0.014942	0.014069	0.014311	0.014154	0.01384	0.014105	0.014033	0.014058	0.013653	0.01397	0.014409	0.01418	0.013963	0.013956	0.013808	0.014096	0.013702	0.013796	0.013669	0.013786	0.013907	0.0137	0.012859	0.013208	0.01183	0.014583	0.013409	0.0030642	0.011427	0.014737	0.0091818	0.0048762	0.014258	0.0060771	0.012749	0.013277	0.014867	0.014081	0.013904	0.013787	0.014271	0.013914	0.014443	0.01443	0.014002                                                                            
TGFB1  	0.011117	0.013681	0.011934	0.0022683	0.01396	0.013716	0.013827	0.013871	0.013863	0.013861	0.013861	0.013798	0.013676	0.013766	0.01387	0.01383	0.013871	0.011835	0.010165	0.013671	0.013536	0.013741	0.013768	0.013998	0.0136	0.013223	0.010086	0.013896	0.013821	0.013393	0.013918	0.013856	0.01416	0.013852	0.013946	0.013881	0.013712	0.013843	0.013846	0.013864	0.01346	0.013853	0.013995	0.013903	0.013809	0.013817	0.013827	0.013913	0.013848	0.013682	0.01353	0.013678	0.013868	0.01366	0.013723	0.013755	0.013536	0.013965	0.013768	0.0022683	0.011323	0.013837	0.0091796	0.005081	0.014085	0.005243	0.013097	0.013433	0.014198	0.013367	0.013849	0.013538	0.013914	0.013897	0.013968	0.0139	0.013851                                                                                
TNFRSF4	0.010144	0.011994	0.0071957	0.0021568	0.014571	0.013569	0.014022	0.013995	0.014019	0.013792	0.013792	0.013847	0.012937	0.013698	0.013925	0.013735	0.015156	0.010189	0.0090658	0.011984	0.010875	0.013657	0.013726	0.013261	0.011316	0.012432	0.010423	0.014719	0.014137	0.013183	0.016268	0.014186	0.013887	0.014272	0.01429	0.014131	0.01384	0.013878	0.014152	0.01415	0.012585	0.013996	0.013739	0.01439	0.01383	0.014512	0.013874	0.013994	0.013781	0.01412	0.013639	0.013745	0.013886	0.013721	0.012406	0.012911	0.010875	0.014949	0.013354	0.0021568	0.011485	0.016078	0.0077366	0.0036759	0.01393	0.0052133	0.012179	0.013092	0.014509	0.013207	0.013905	0.013899	0.014443	0.013968	0.021059	0.021948	0.014638                                                                        
TNFSF4 	0.0096131	0.011764	0.0069295	0.0019454	0.014552	0.013478	0.014122	0.013963	0.014122	0.013652	0.013652	0.013807	0.012614	0.013595	0.01385	0.013614	0.015544	0.009646	0.0088475	0.011767	0.01056	0.014532	0.013676	0.013013	0.011026	0.01213	0.010372	0.014753	0.014064	0.013	0.016942	0.014155	0.013444	0.014258	0.014178	0.014028	0.013807	0.013687	0.013973	0.014161	0.012622	0.013983	0.013657	0.014431	0.013957	0.014503	0.013844	0.014109	0.013708	0.014215	0.013515	0.01371	0.01372	0.013687	0.012221	0.012769	0.01056	0.015007	0.013278	0.0019454	0.011319	0.016222	0.0074771	0.0034857	0.013767	0.0049601	0.011847	0.01289	0.014258	0.012984	0.013894	0.013866	0.01443	0.0139	0.021948	0.027231	0.015242                                                                             
TSLP   	0.010999	0.012842	0.007702	0.0021874	0.014132	0.013786	0.014255	0.01396	0.014386	0.014	0.014	0.013879	0.013993	0.013914	0.014068	0.014044	0.01406	0.011692	0.010474	0.012766	0.012167	0.016848	0.013787	0.013988	0.012464	0.013214	0.010068	0.014042	0.013906	0.013473	0.014148	0.013895	0.013648	0.013861	0.013937	0.013888	0.013824	0.013801	0.013888	0.013993	0.014541	0.013914	0.014297	0.014044	0.014236	0.013929	0.013866	0.014228	0.013792	0.013783	0.013568	0.013795	0.013952	0.013728	0.013063	0.01333	0.012167	0.014054	0.013308	0.0021874	0.011283	0.013304	0.0091671	0.0055076	0.013985	0.0051708	0.013057	0.013448	0.014147	0.013315	0.014045	0.013631	0.014002	0.013851	0.014638	0.015242	0.014446                                                                            
