       	ADAM33 	ADRB2  	ALOX5  	AREG   	ARG1   	BCL6   	CCL11  	CCL17  	CCL2   	CCL22  	CCL24  	CCL26  	CCL5   	CCL8   	CCR3   	CCR4   	CCR8   	CD40LG 	CHI3L1 	CHIA   	CLC    	CLCA1  	CMA1   	CPA3   	CRLF2  	CSF2   	CSF3R  	CYSLTR1	EPX    	FCER1A 	FOXP3  	GATA3  	GPR44  	ICOS   	IFNG   	IFNGR2 	IL10   	IL12A  	IL12B  	IL13   	IL13RA1	IL13RA2	IL17A  	IL17RB 	IL18   	IL1RL1 	IL21   	IL25   	IL2RA  	IL3    	IL31   	IL33   	IL3RA  	IL4    	IL4R   	IL5    	IL5RA  	IL9    	KIT    	KITLG  	LTB4R  	MAF    	MMP9   	MRC1   	MS4A2  	PDCD1  	PMCH   	POSTN  	PPARG  	PRG2   	RETNLB 	RNASE2 	RNASE3 	RORC   	SATB1  	SIGLEC8	STAT5A 	STAT6  	TBX21  	TGFB1  	TNFRSF4	TNFSF4 	TSLP   
LTB4R  	0.0099135	0.0070827	0.032089	0.0063222	0.010327	0.011159	0.012481	0.011569	0.013572	0.011497	0.011244	0.011058	0.01171	0.010735	0.011665	0.011472	0.011548	0.011527	0.0070827	0.0095161	0.0085463	0.0094743	0.012212	0.012477	0.010155	0.012124	0.011085	0.037438	0.010135	0.011165	0.01139	0.011629	0.011344	0.011256	0.011592	0.010691	0.011491	0.011339	0.011163	0.011394	0.010699	0.01127	0.011429	0.010672	0.012687	0.011415	0.011338	0.011298	0.011343	0.01166	0.0081495	0.011482	0.011868	0.011558	0.01136	0.01176	0.011436	0.011759	0.012027	0.016593	0.052712	0.011174	0.011781	0.011113	0.011267	0.010781	0.0089785	0.0085463	0.011738	0.0090322	0.010316	0.010047	0.010351	0.011251	0.010579	0.0060803	0.011474	0.011338	0.012682	0.011869	0.011197	0.010931	0.011287                                                                
MAF    	0.011488	0.009471	0.011763	0.006859	0.012558	0.012842	0.012231	0.012431	0.012337	0.012446	0.012387	0.012511	0.01232	0.012481	0.012311	0.012491	0.012425	0.012484	0.009471	0.012295	0.010371	0.011093	0.011781	0.011231	0.012138	0.012235	0.012259	0.011631	0.01137	0.01162	0.012547	0.012876	0.012388	0.012787	0.012508	0.012601	0.012497	0.012415	0.012171	0.012374	0.012545	0.012527	0.012429	0.01226	0.012435	0.012663	0.012567	0.012485	0.012424	0.012243	0.010494	0.012484	0.012367	0.012451	0.0124	0.01236	0.012342	0.012335	0.012029	0.012131	0.011174	0.013502	0.011982	0.012393	0.01189	0.012886	0.01068	0.010371	0.012465	0.010651	0.012517	0.011275	0.011524	0.012758	0.015202	0.0085587	0.012332	0.012558	0.012555	0.012398	0.012626	0.012767	0.012468                                                                              
MMP9   	0.011352	0.010085	0.011839	0.036319	0.011909	0.012014	0.011832	0.011935	0.012046	0.011934	0.011831	0.011913	0.011961	0.011869	0.011853	0.011948	0.011912	0.012054	0.010085	0.011726	0.010234	0.010819	0.0126	0.012561	0.011695	0.011899	0.011916	0.011836	0.011054	0.012452	0.011997	0.012009	0.011861	0.012023	0.012027	0.012063	0.012058	0.012049	0.011892	0.011969	0.011958	0.011982	0.012007	0.011697	0.01197	0.01198	0.011973	0.011929	0.011929	0.011865	0.010685	0.011946	0.011988	0.011979	0.011953	0.011785	0.011898	0.011952	0.012185	0.012105	0.011781	0.011982	0.013845	0.011928	0.012327	0.012057	0.010464	0.010234	0.012415	0.010479	0.011885	0.010992	0.011193	0.012166	0.011858	0.0071351	0.011928	0.011926	0.012072	0.012121	0.012015	0.012068	0.011936                                                                         
MRC1   	0.011286	0.0090683	0.011555	0.0068514	0.015293	0.012366	0.012125	0.012494	0.012377	0.012383	0.012244	0.012359	0.012453	0.012251	0.012231	0.012363	0.01231	0.01237	0.0090683	0.018264	0.010328	0.011052	0.011815	0.011384	0.012234	0.012228	0.012108	0.011298	0.011276	0.011799	0.012394	0.01239	0.012218	0.012414	0.012475	0.012585	0.012476	0.012559	0.012062	0.012491	0.01408	0.012423	0.012347	0.011778	0.01236	0.012344	0.012649	0.012374	0.012322	0.012171	0.0099112	0.012371	0.012211	0.012358	0.012429	0.012121	0.0122	0.01228	0.012015	0.012031	0.011113	0.012393	0.011928	0.01474	0.012015	0.01235	0.010591	0.010328	0.012278	0.010613	0.014837	0.011211	0.011449	0.012384	0.012179	0.0068847	0.012197	0.012526	0.012322	0.012426	0.012376	0.012409	0.012373                                                                           
MS4A2  	0.011042	0.0088264	0.011626	0.0072205	0.011639	0.011779	0.011814	0.011948	0.012038	0.011889	0.011754	0.011908	0.011945	0.011589	0.01192	0.011879	0.011877	0.012051	0.0088264	0.011304	0.0092594	0.010225	0.019116	0.02496	0.011178	0.012026	0.012158	0.011468	0.010566	0.022276	0.012054	0.012065	0.011775	0.011945	0.012077	0.012239	0.012098	0.013351	0.011822	0.012162	0.011929	0.012115	0.011941	0.011056	0.012047	0.011816	0.012044	0.011974	0.012063	0.012138	0.0094926	0.011982	0.012705	0.012599	0.012431	0.011791	0.012034	0.012458	0.01643	0.013334	0.011267	0.01189	0.012327	0.012015	0.019226	0.011741	0.0096099	0.0092594	0.012013	0.0096451	0.01162	0.010463	0.010834	0.011844	0.011674	0.0062717	0.012153	0.011947	0.012048	0.012148	0.012045	0.011924	0.011961                                                                  
PDCD1  	0.011398	0.0091782	0.011537	0.0068655	0.012505	0.012972	0.012251	0.012515	0.01239	0.01255	0.012408	0.012532	0.012371	0.012473	0.012342	0.012628	0.012482	0.012664	0.0091782	0.012032	0.010134	0.010942	0.011624	0.010901	0.012311	0.012275	0.012366	0.01126	0.011271	0.011375	0.012759	0.012711	0.0124	0.013133	0.012652	0.012757	0.01272	0.012465	0.012223	0.012418	0.012514	0.0126	0.012553	0.012286	0.012489	0.01262	0.012607	0.012549	0.012552	0.012305	0.010665	0.012551	0.012511	0.012462	0.012458	0.012397	0.012419	0.012394	0.011971	0.012084	0.010781	0.012886	0.012057	0.01235	0.011741	0.014855	0.010485	0.010134	0.012527	0.010455	0.012417	0.011169	0.011455	0.012802	0.012791	0.0085664	0.012423	0.012533	0.012578	0.012482	0.013162	0.013769	0.012622                                                                            
PMCH   	0.009715	0.0067716	0.010219	0.0046795	0.010042	0.010653	0.012352	0.011327	0.011229	0.011279	0.012442	0.01119	0.012083	0.010885	0.012389	0.011266	0.011503	0.011168	0.0067716	0.0093188	0.030522	0.024089	0.0096204	0.0085779	0.0098813	0.012521	0.011238	0.0096396	0.021321	0.0089944	0.011015	0.01084	0.011393	0.01079	0.011108	0.010361	0.011059	0.010631	0.010644	0.011454	0.010426	0.011199	0.010971	0.010775	0.011205	0.01109	0.011001	0.01121	0.011759	0.012563	0.0076014	0.011356	0.011204	0.011228	0.011083	0.012041	0.011735	0.01177	0.010455	0.010891	0.0089785	0.01068	0.010464	0.010591	0.0096099	0.010485	0.027958	0.030522	0.010652	0.027902	0.010216	0.022118	0.019872	0.010348	0.010431	0.0075816	0.01097	0.011459	0.010797	0.011166	0.010903	0.010556	0.011195                                                                 
POSTN  	0.0094376	0.0063542	0.0099109	0.0043616	0.0096928	0.010341	0.012364	0.011154	0.011055	0.011095	0.012444	0.010973	0.01205	0.010611	0.012398	0.01107	0.011351	0.010972	0.0063542	0.0089122	0.033667	0.02614	0.0092829	0.0081591	0.0094926	0.012565	0.01104	0.0092718	0.022889	0.0085928	0.010789	0.010576	0.011235	0.010512	0.010903	0.010039	0.010847	0.010367	0.010416	0.011319	0.010126	0.010994	0.010751	0.010429	0.011015	0.010848	0.010777	0.011003	0.01166	0.012613	0.0071472	0.011178	0.011015	0.011052	0.010882	0.011982	0.011622	0.011684	0.010207	0.010687	0.0085463	0.010371	0.010234	0.010328	0.0092594	0.010134	0.030522	0.034003	0.010377	0.030606	0.0098953	0.023826	0.021191	0.010009	0.01005	0.0065044	0.010757	0.011311	0.010543	0.010979	0.010645	0.010233	0.010998                                                           
PPARG  	0.01159	0.0098897	0.011957	0.011546	0.012288	0.012508	0.012235	0.012363	0.012366	0.012382	0.012271	0.012381	0.012274	0.012412	0.012249	0.012411	0.012365	0.012393	0.0098897	0.011989	0.010377	0.011054	0.012045	0.011591	0.012336	0.012209	0.012367	0.011927	0.01134	0.011821	0.012444	0.012477	0.012294	0.012482	0.012399	0.012412	0.012393	0.012328	0.01218	0.012299	0.01236	0.012423	0.012438	0.012418	0.012353	0.012459	0.012409	0.012397	0.012341	0.012218	0.012227	0.012391	0.012345	0.012325	0.01232	0.012177	0.012343	0.012295	0.012134	0.012213	0.011738	0.012465	0.012415	0.012278	0.012013	0.012527	0.010652	0.010377	0.013199	0.010656	0.012279	0.011257	0.011489	0.013046	0.012346	0.007153	0.012392	0.012336	0.01243	0.012442	0.012462	0.012536	0.012389                                                                          
PRG2   	0.0097175	0.0067784	0.010254	0.0047906	0.010056	0.010632	0.012356	0.011328	0.011235	0.011278	0.012442	0.011182	0.01209	0.010875	0.012395	0.011261	0.011502	0.011168	0.0067784	0.009352	0.030606	0.024146	0.0096605	0.0086435	0.0098814	0.012538	0.011291	0.0096756	0.021365	0.0090422	0.011011	0.010829	0.011389	0.010777	0.011107	0.010358	0.011058	0.010636	0.010646	0.011458	0.010434	0.011196	0.010968	0.01068	0.011207	0.011089	0.010999	0.011199	0.011763	0.012576	0.0076164	0.011355	0.011218	0.01123	0.011088	0.012021	0.011752	0.011777	0.010485	0.010908	0.0090322	0.010651	0.010479	0.010613	0.0096451	0.010455	0.027902	0.030606	0.010656	0.028103	0.010227	0.022166	0.019911	0.01034	0.010357	0.0066822	0.010975	0.011457	0.010794	0.01117	0.010895	0.010542	0.011194                                                              
RETNLB 	0.011296	0.0090514	0.011094	0.0065248	0.016313	0.01252	0.01209	0.012476	0.012345	0.012356	0.012213	0.012373	0.012515	0.012236	0.012202	0.012364	0.012285	0.012414	0.0090514	0.020085	0.0098953	0.010782	0.011371	0.010637	0.011813	0.012192	0.012098	0.010777	0.011037	0.011161	0.012439	0.012469	0.012215	0.012507	0.012543	0.012568	0.012547	0.012516	0.012095	0.012558	0.01465	0.012473	0.012468	0.01193	0.012365	0.012372	0.012838	0.01243	0.012355	0.012138	0.010734	0.01239	0.012173	0.012355	0.012525	0.012118	0.012187	0.012266	0.011749	0.011851	0.010316	0.012517	0.011885	0.014837	0.01162	0.012417	0.010216	0.0098953	0.012279	0.010227	0.016641	0.010964	0.011255	0.012503	0.012324	0.0067328	0.012221	0.012646	0.012362	0.012468	0.012428	0.012477	0.012378                                                                       
RNASE2 	0.010379	0.0078743	0.010923	0.0056714	0.010854	0.011269	0.012326	0.011691	0.011607	0.011664	0.012414	0.011631	0.012157	0.011462	0.012366	0.011666	0.011815	0.011579	0.0078743	0.010335	0.023826	0.01975	0.010455	0.0096699	0.010759	0.012433	0.011726	0.010536	0.018006	0.010001	0.011486	0.011374	0.01172	0.011352	0.01154	0.011058	0.011504	0.011211	0.011151	0.011747	0.011104	0.01162	0.011435	0.011392	0.011602	0.011563	0.011472	0.011627	0.011964	0.012465	0.0086746	0.011717	0.011619	0.011603	0.011518	0.012104	0.011982	0.011957	0.011055	0.01136	0.010047	0.011275	0.010992	0.011211	0.010463	0.011169	0.022118	0.023826	0.011257	0.022166	0.010964	0.018508	0.017087	0.011067	0.011082	0.00772	0.011434	0.011766	0.011333	0.011568	0.01143	0.011216	0.011606                                                                        
RNASE3 	0.01064	0.0083117	0.011127	0.005984	0.011171	0.01152	0.012308	0.011834	0.01175	0.011816	0.012404	0.011818	0.012184	0.011721	0.012358	0.011829	0.011941	0.011741	0.0083117	0.010729	0.021191	0.01805	0.010812	0.010156	0.01111	0.012395	0.011893	0.010791	0.016705	0.010451	0.011675	0.01159	0.011848	0.01158	0.011711	0.011342	0.011681	0.011447	0.011351	0.011864	0.011372	0.011786	0.011617	0.011575	0.011754	0.011744	0.01166	0.011785	0.012045	0.012424	0.0091323	0.011858	0.011779	0.011755	0.01169	0.01213	0.012071	0.012031	0.011308	0.011533	0.010351	0.011524	0.011193	0.011449	0.010834	0.011455	0.019872	0.021191	0.011489	0.019911	0.011255	0.017087	0.015995	0.011352	0.011382	0.007794	0.011619	0.011891	0.011542	0.011725	0.011642	0.011485	0.011769                                                                             
RORC   	0.012024	0.011066	0.011756	0.0079256	0.012521	0.012737	0.01225	0.01242	0.012379	0.012436	0.012321	0.012431	0.012307	0.012394	0.01227	0.012472	0.012404	0.012482	0.011066	0.012258	0.010009	0.010837	0.011771	0.01115	0.012217	0.012219	0.012298	0.01169	0.01117	0.011541	0.012567	0.012669	0.012398	0.012669	0.012502	0.012685	0.012497	0.012419	0.012382	0.012378	0.012525	0.012505	0.012505	0.012337	0.012433	0.012628	0.012548	0.012468	0.012407	0.01223	0.011638	0.012472	0.012359	0.012393	0.012402	0.012245	0.012346	0.012323	0.012008	0.012132	0.011251	0.012758	0.012166	0.012384	0.011844	0.012802	0.010348	0.010009	0.013046	0.01034	0.012503	0.011067	0.011352	0.013404	0.01285	0.0073128	0.012406	0.012448	0.012551	0.012474	0.012598	0.01273	0.012463                                                                              
SATB1  	0.011252	0.0088377	0.011421	0.0060658	0.012362	0.012874	0.012166	0.012404	0.012285	0.012426	0.012397	0.012531	0.012279	0.012397	0.012281	0.012476	0.012396	0.012492	0.0088377	0.011806	0.01005	0.010896	0.011533	0.01082	0.011757	0.012176	0.011985	0.011149	0.011193	0.011335	0.012603	0.013628	0.012395	0.013021	0.012561	0.01251	0.012518	0.012403	0.01212	0.012366	0.012457	0.012559	0.012433	0.01209	0.012446	0.012812	0.012674	0.012501	0.012422	0.01218	0.0097872	0.012493	0.012282	0.01261	0.012392	0.012532	0.012228	0.012309	0.011852	0.012026	0.010579	0.015202	0.011858	0.012179	0.011674	0.012791	0.010431	0.01005	0.012346	0.010357	0.012324	0.011082	0.011382	0.01285	0.022024	0.0088686	0.012256	0.012806	0.012698	0.012361	0.012623	0.012713	0.012456                                                                          
SIGLEC8	0.0064192	0.0043037	0.0079046	0.0028179	0.0066473	0.0085628	0.0080411	0.0081361	0.0079633	0.0081984	0.0084145	0.0083458	0.0080232	0.0073238	0.0081513	0.0082956	0.0082659	0.0081521	0.0043037	0.0058312	0.0065044	0.0069442	0.006172	0.0053293	0.0067135	0.0079657	0.0071758	0.0064616	0.0077818	0.0057509	0.0081872	0.0082812	0.0082518	0.0083569	0.0080421	0.007069	0.0080386	0.0078127	0.0076662	0.0079337	0.0070332	0.0083787	0.0079904	0.0089864	0.0082045	0.0085969	0.0080383	0.0083765	0.0082097	0.0080209	0.0050908	0.0083585	0.0080968	0.0079353	0.0079338	0.015181	0.0082566	0.0080182	0.0068259	0.007672	0.0060803	0.0085587	0.0071351	0.0068847	0.0062717	0.0085664	0.0075816	0.0065044	0.007153	0.0066822	0.0067328	0.00772	0.007794	0.0073128	0.0088686	0.37827	0.0078606	0.0080504	0.0080762	0.00801	0.0083351	0.007655	0.0081486
STAT5A 	0.011537	0.0099559	0.011832	0.0073807	0.012197	0.012489	0.012163	0.012358	0.012235	0.012403	0.012236	0.012413	0.012209	0.012651	0.01224	0.012378	0.012359	0.012309	0.0099559	0.011961	0.010757	0.011282	0.012095	0.011951	0.013387	0.012186	0.012703	0.011716	0.011506	0.012065	0.012348	0.012326	0.012231	0.012377	0.012301	0.012293	0.012296	0.012266	0.012067	0.012236	0.012243	0.012319	0.012439	0.012157	0.012266	0.012344	0.012316	0.012306	0.012306	0.012214	0.016951	0.01232	0.012382	0.012265	0.012289	0.012148	0.012407	0.012259	0.012231	0.012145	0.011474	0.012332	0.011928	0.012197	0.012153	0.012423	0.01097	0.010757	0.012392	0.010975	0.012221	0.011434	0.011619	0.012406	0.012256	0.0078606	0.012579	0.01228	0.012289	0.012258	0.012386	0.012441	0.012412                                                                      
STAT6  	0.011661	0.010146	0.011789	0.007245	0.012676	0.012518	0.012229	0.012372	0.012277	0.01238	0.012352	0.012487	0.012299	0.012631	0.012308	0.012421	0.01239	0.012351	0.010146	0.012817	0.011311	0.011681	0.011851	0.011457	0.012401	0.012234	0.012325	0.01164	0.011819	0.01174	0.012384	0.012436	0.012319	0.012459	0.012368	0.012531	0.012363	0.01232	0.012127	0.012317	0.012555	0.012399	0.012312	0.012303	0.012323	0.012432	0.012403	0.012381	0.012335	0.012241	0.010825	0.012376	0.0123	0.012312	0.012324	0.012228	0.012326	0.012282	0.012055	0.012096	0.011338	0.012558	0.011926	0.012526	0.011947	0.012533	0.011459	0.011311	0.012336	0.011457	0.012646	0.011766	0.011891	0.012448	0.012806	0.0080504	0.01228	0.012394	0.012336	0.012311	0.012428	0.012494	0.012375                                                                             
TBX21  	0.011777	0.010539	0.01259	0.0086754	0.012387	0.012594	0.012219	0.012327	0.012323	0.012336	0.012263	0.012367	0.012242	0.01239	0.012234	0.012364	0.012327	0.01235	0.010539	0.012236	0.010543	0.011155	0.012012	0.011704	0.012242	0.012198	0.012304	0.012845	0.011412	0.011896	0.012381	0.012449	0.012294	0.012476	0.012356	0.012474	0.012354	0.012318	0.012171	0.012275	0.012377	0.012368	0.012321	0.012227	0.012354	0.012438	0.012375	0.012345	0.012298	0.012191	0.011285	0.012351	0.012315	0.012299	0.012301	0.012195	0.012292	0.01226	0.012135	0.012302	0.012682	0.012555	0.012072	0.012322	0.012048	0.012578	0.010797	0.010543	0.01243	0.010794	0.012362	0.011333	0.011542	0.012551	0.012698	0.0080762	0.012289	0.012336	0.012414	0.012318	0.01243	0.012519	0.012341                                                                          
TGFB1  	0.011712	0.010385	0.012062	0.0095985	0.012515	0.012412	0.012196	0.012314	0.012279	0.012316	0.012267	0.012355	0.012251	0.012373	0.012238	0.012342	0.01231	0.012318	0.010385	0.012561	0.010979	0.011443	0.012113	0.011891	0.012229	0.012202	0.012359	0.01199	0.011628	0.012036	0.012343	0.012365	0.012262	0.012395	0.012329	0.012426	0.012328	0.012311	0.012131	0.012275	0.012464	0.012362	0.01229	0.012244	0.012301	0.012391	0.012346	0.012333	0.012293	0.012207	0.011052	0.012333	0.012308	0.012282	0.012296	0.012168	0.012305	0.012259	0.012186	0.012193	0.011869	0.012398	0.012121	0.012426	0.012148	0.012482	0.011166	0.010979	0.012442	0.01117	0.012468	0.011568	0.011725	0.012474	0.012361	0.00801	0.012258	0.012311	0.012318	0.012311	0.012387	0.012451	0.01232                                                                           
TNFRSF4	0.011556	0.0097015	0.011749	0.0072492	0.01246	0.012684	0.012246	0.012431	0.012331	0.012452	0.012375	0.012519	0.012319	0.012586	0.012327	0.012505	0.01244	0.012469	0.0097015	0.012215	0.010645	0.01126	0.011956	0.011555	0.012411	0.012259	0.012547	0.011553	0.011513	0.011841	0.012516	0.012525	0.01236	0.012669	0.012464	0.012561	0.01248	0.012391	0.012162	0.012352	0.01246	0.012492	0.012418	0.012362	0.012394	0.012529	0.012468	0.012461	0.012427	0.012283	0.011259	0.012458	0.012449	0.01238	0.012395	0.012285	0.012434	0.012344	0.012157	0.01215	0.011197	0.012626	0.012015	0.012376	0.012045	0.013162	0.010903	0.010645	0.012462	0.010895	0.012428	0.01143	0.011642	0.012598	0.012623	0.0083351	0.012386	0.012428	0.01243	0.012387	0.012673	0.012898	0.012475                                                                            
TNFSF4 	0.011505	0.0094708	0.011604	0.0072337	0.012534	0.012853	0.012254	0.012505	0.012375	0.012539	0.012396	0.012523	0.012356	0.012506	0.012336	0.012574	0.012471	0.012581	0.0094708	0.012205	0.010233	0.011003	0.011821	0.011254	0.012647	0.012269	0.012424	0.011364	0.011315	0.011645	0.012641	0.012631	0.012399	0.012891	0.012569	0.012688	0.012604	0.01245	0.012211	0.012402	0.012526	0.012565	0.012516	0.012374	0.012456	0.012603	0.012558	0.01253	0.012495	0.012294	0.011353	0.012527	0.012481	0.012436	0.01244	0.012325	0.012425	0.01238	0.012085	0.012122	0.010931	0.012767	0.012068	0.012409	0.011924	0.013769	0.010556	0.010233	0.012536	0.010542	0.012477	0.011216	0.011485	0.01273	0.012713	0.007655	0.012441	0.012494	0.012519	0.012451	0.012898	0.013357	0.012589                                                                        
TSLP   	0.011595	0.0098885	0.011774	0.0071249	0.012399	0.01252	0.012249	0.012505	0.012299	0.012572	0.01236	0.01247	0.012299	0.012572	0.01232	0.012461	0.012433	0.012384	0.0098885	0.012249	0.010998	0.011476	0.01188	0.011488	0.014238	0.012241	0.012443	0.011602	0.011675	0.011753	0.012427	0.012413	0.012348	0.012477	0.012385	0.012423	0.012371	0.012306	0.012112	0.012315	0.012394	0.012424	0.012355	0.012493	0.012342	0.012466	0.012393	0.012441	0.012359	0.012257	0.011462	0.012426	0.012355	0.012323	0.012331	0.012239	0.012385	0.01231	0.012094	0.012113	0.011287	0.012468	0.011936	0.012373	0.011961	0.012622	0.011195	0.010998	0.012389	0.011194	0.012378	0.011606	0.011769	0.012463	0.012456	0.0081486	0.012412	0.012375	0.012341	0.01232	0.012475	0.012589	0.012548                                                                         
